tenure,monthly_charges,total_charges,contract,payment_method,internet_service,tech_support,online_security,support_calls,churn,is_new_customer,is_long_term_customer,monthly_charges_log,high_price_flag,price_to_tenure_ratio,is_auto_pay,high_support_calls,support_calls_per_month,recent_issue_proxxy,high_price_new_customer,month_to_month_high_support,long_term_low_support
60,46.11,2766.6,One year,Debit,Fiber,No,Yes,0,No,0,1,3.85248529271195,0,0.7685,1,0,0.0,0,0,0,1
21,29.51,619.71,Month-to-month,UPI,DSL,No,No,1,No,0,0,3.418054498728578,0,1.4052380952380954,1,0,0.047619047619047616,0,0,0,0
33,33.69,1111.77,Month-to-month,Cash,Fiber,No,No,1,No,0,0,3.5464514609816584,0,1.0209090909090908,0,0,0.030303030303030304,0,0,0,0
58,99.28,5758.24,One year,Credit,Fiber,No,No,2,No,0,1,4.607966273290093,1,1.7117241379310344,1,0,0.034482758620689655,0,0,0,1
22,63.58,1398.76,Month-to-month,Debit,DSL,No,Yes,1,No,0,0,4.167904765330129,0,2.89,1,0,0.045454545454545456,0,0,0,0
49,33.19,1626.31,Two year,Debit,Fiber,Yes,Yes,0,No,0,1,3.5319332036512097,0,0.6773469387755101,1,0,0.0,0,0,0,1
59,54.03,3187.77,Two year,Credit,Fiber,No,Yes,0,No,0,1,4.007878491071668,0,0.9157627118644068,1,0,0.0,0,0,0,1
42,71.42,2999.64,One year,Credit,Fiber,No,No,0,No,0,1,4.282482504337495,0,1.7004761904761905,1,0,0.0,0,0,0,1
60,105.21,6312.6,Two year,Credit,Fiber,Yes,Yes,3,No,0,1,4.6654182663334485,1,1.7534999999999998,1,1,0.05,0,0,0,0
15,84.17,1262.55,Month-to-month,Credit,Fiber,No,Yes,1,Yes,0,0,4.44464925915299,1,5.6113333333333335,1,0,0.06666666666666667,0,0,0,0
62,37.6,2331.2,Month-to-month,Cash,DSL,No,No,1,No,0,1,3.653252276470785,0,0.6064516129032258,0,0,0.016129032258064516,0,0,0,1
62,35.87,2223.94,Month-to-month,Debit,DSL,Yes,Yes,1,No,0,1,3.607398212246053,0,0.5785483870967741,1,0,0.016129032258064516,0,0,0,1
47,61.23,2877.81,Two year,UPI,DSL,No,No,0,No,0,1,4.130837198581126,0,1.3027659574468085,1,0,0.0,0,0,0,1
62,27.52,1706.24,Month-to-month,Credit,Fiber,No,No,3,Yes,0,1,3.3506055955460954,0,0.44387096774193546,1,1,0.04838709677419355,0,0,1,0
51,95.56,4873.56,Month-to-month,UPI,DSL,No,No,3,Yes,0,1,4.570164576789276,1,1.8737254901960785,1,1,0.058823529411764705,0,0,1,0
55,60.15,3308.25,Two year,UPI,Fiber,No,No,1,No,0,1,4.113329862133181,0,1.0936363636363635,1,0,0.01818181818181818,0,0,0,1
64,54.3,3475.2,One year,UPI,DSL,No,Yes,3,No,0,1,4.012772908528289,0,0.8484375,1,1,0.046875,0,0,0,0
3,70.91,212.73,Month-to-month,Cash,Fiber,No,No,3,Yes,1,0,4.275415337114403,0,23.636666666666667,0,1,1.0,1,0,1,0
51,90.9,4635.9,Month-to-month,Credit,,No,No,6,Yes,0,1,4.520701029361642,1,1.7823529411764707,1,1,0.11764705882352941,0,0,1,0
7,76.93,538.51,Month-to-month,UPI,Fiber,No,Yes,2,No,0,0,4.355810987855469,0,10.99,1,0,0.2857142857142857,0,0,0,0
21,100.24,2105.04,Month-to-month,UPI,Fiber,No,Yes,3,Yes,0,0,4.617493935676923,1,4.773333333333333,1,1,0.14285714285714285,0,0,1,0
39,82.94,3234.66,Month-to-month,Debit,DSL,No,Yes,0,No,0,1,4.430102257905445,1,2.1266666666666665,1,0,0.0,0,0,0,1
18,98.8,1778.4,Month-to-month,Credit,DSL,No,Yes,2,Yes,0,0,4.603168183317418,1,5.488888888888889,1,0,0.1111111111111111,0,0,0,0
4,89.68,358.72,Month-to-month,Cash,Fiber,No,No,4,Yes,1,0,4.507336825639328,1,22.42,0,1,1.0,0,1,1,0
60,39.31,2358.6,Month-to-month,Credit,Fiber,No,No,1,No,0,1,3.6965995771290743,0,0.6551666666666667,1,0,0.016666666666666666,0,0,0,1
14,25.24,353.36,Month-to-month,Credit,Fiber,Yes,No,0,No,0,0,3.267284964075888,0,1.8028571428571427,1,0,0.0,0,0,0,0
9,110.34,993.06,One year,Credit,Fiber,Yes,Yes,0,No,0,0,4.7125885827553615,1,12.26,1,0,0.0,0,0,0,0
53,114.57,6072.21,Month-to-month,Credit,Fiber,Yes,Yes,1,No,0,1,4.74987640698735,1,2.1616981132075472,1,0,0.018867924528301886,0,0,0,1
2,92.69,185.38,Month-to-month,Debit,Fiber,Yes,Yes,1,No,1,0,4.539991459963097,1,46.345,1,0,0.5,0,1,0,0
60,92.42,5545.2,Month-to-month,UPI,Fiber,Yes,No,1,No,0,1,4.537105455073962,1,1.5403333333333333,1,0,0.016666666666666666,0,0,0,1
71,47.01,3337.71,Two year,Debit,Fiber,Yes,No,1,No,0,1,3.8714093225428488,0,0.662112676056338,1,0,0.014084507042253521,0,0,0,1
44,74.24,3266.56,Two year,Cash,,No,No,1,No,0,1,4.32068300443283,0,1.6872727272727273,0,0,0.022727272727272728,0,0,0,1
8,119.22,953.76,Month-to-month,UPI,DSL,No,Yes,0,Yes,0,0,4.789323397611016,1,14.9025,1,0,0.0,0,0,0,0
47,105.61,4963.67,Two year,Credit,Fiber,No,No,2,No,0,1,4.669177315962384,1,2.2470212765957447,1,0,0.0425531914893617,0,0,0,1
35,50.44,1765.4,Month-to-month,Debit,DSL,No,No,1,No,0,0,3.940416079929364,0,1.441142857142857,1,0,0.02857142857142857,0,0,0,0
36,50.1,1803.6,Month-to-month,Credit,Fiber,No,No,3,Yes,0,1,3.933784497209659,0,1.3916666666666666,1,1,0.08333333333333333,0,0,1,0
50,68.36,3418.0,Month-to-month,Credit,DSL,Yes,No,1,No,0,1,4.239310332472287,0,1.3672,1,0,0.02,0,0,0,1
4,60.46,241.84,Month-to-month,Cash,DSL,No,Yes,1,Yes,1,0,4.1183865567023386,0,15.115,0,0,0.25,0,0,0,0
2,57.12,114.24,One year,UPI,DSL,No,No,1,Yes,1,0,4.062509838702082,0,28.56,1,0,0.5,0,0,0,0
6,82.7,496.2,Month-to-month,Cash,Fiber,No,No,0,Yes,1,0,4.4272389774954295,1,13.783333333333333,0,0,0.0,0,1,0,0
54,21.15,1142.1,One year,Cash,Fiber,No,Yes,0,No,0,1,3.0978374964911444,0,0.39166666666666666,0,0,0.0,0,0,0,1
4,96.33,385.32,Month-to-month,UPI,DSL,Yes,Yes,1,Yes,1,0,4.578107266438402,1,24.0825,1,0,0.25,0,1,0,0
54,94.01,5076.54,Month-to-month,Cash,Fiber,No,Yes,2,No,0,1,4.553982149218658,1,1.740925925925926,0,0,0.037037037037037035,0,0,0,1
63,103.03,6490.89,Month-to-month,UPI,,No,No,1,Yes,0,1,4.644679319082804,1,1.6353968253968254,1,0,0.015873015873015872,0,0,0,1
18,104.15,1874.7,Month-to-month,Cash,Fiber,No,Yes,3,Yes,0,0,4.655387902148709,1,5.786111111111111,0,1,0.16666666666666666,0,0,1,0
44,76.64,3372.16,One year,Debit,DSL,Yes,No,4,No,0,1,4.35208275830081,0,1.741818181818182,1,1,0.09090909090909091,0,0,0,0
34,98.01,3332.34,One year,UPI,Fiber,No,Yes,3,Yes,0,0,4.595220855134423,1,2.8826470588235296,1,1,0.08823529411764706,0,0,0,0
62,69.24,4292.88,Month-to-month,Credit,DSL,No,No,1,No,0,1,4.251917949326861,0,1.116774193548387,1,0,0.016129032258064516,0,0,0,1
14,115.15,1612.1,Month-to-month,Cash,Fiber,No,No,1,Yes,0,0,4.754882459216418,1,8.225,0,0,0.07142857142857142,0,0,0,0
48,39.07,1875.36,Month-to-month,Cash,DSL,No,No,3,Yes,0,1,3.6906279246480533,0,0.8139583333333333,0,1,0.0625,0,0,1,0
15,111.56,1673.4,Two year,UPI,DSL,No,No,3,No,0,0,4.723486412806134,1,7.437333333333333,1,1,0.2,0,0,0,0
72,45.85,3301.2,Month-to-month,Cash,Fiber,No,Yes,1,No,0,1,3.846951008684431,0,0.6368055555555556,0,0,0.013888888888888888,0,0,0,1
62,30.27,1876.74,Month-to-month,Cash,DSL,No,Yes,2,No,0,1,3.44265917146975,0,0.4882258064516129,0,0,0.03225806451612903,0,0,0,1
40,63.91,2556.4,Month-to-month,UPI,,Yes,No,0,Yes,0,1,4.173001695045377,0,1.59775,1,0,0.0,0,0,0,1
53,81.49,4318.97,Month-to-month,UPI,Fiber,Yes,No,4,Yes,0,1,4.41267707387264,1,1.5375471698113206,1,1,0.07547169811320754,0,0,1,0
24,43.1,1034.4,Two year,Cash,Fiber,No,Yes,1,No,0,0,3.7864597824528,0,1.7958333333333334,0,0,0.041666666666666664,0,0,0,0
26,75.58,1965.08,Month-to-month,UPI,DSL,Yes,Yes,2,No,0,0,4.338335946049148,0,2.9069230769230767,1,0,0.07692307692307693,0,0,0,0
60,100.79,6047.4,Two year,Cash,DSL,No,Yes,0,No,0,1,4.622911867464248,1,1.6798333333333335,0,0,0.0,0,0,0,1
41,45.71,1874.11,One year,Cash,Fiber,No,No,1,No,0,1,3.8439582745140166,0,1.114878048780488,0,0,0.024390243902439025,0,0,0,1
29,78.03,2262.87,One year,Cash,DSL,Yes,No,3,No,0,0,4.369827527216884,0,2.690689655172414,0,1,0.10344827586206896,0,0,0,0
15,53.93,808.95,One year,Credit,DSL,No,No,4,No,0,0,4.006059647354529,0,3.5953333333333335,1,1,0.26666666666666666,0,0,0,0
45,72.98,3284.1,One year,UPI,Fiber,No,Yes,2,No,0,1,4.303794786404308,0,1.6217777777777778,1,0,0.044444444444444446,0,0,0,1
65,86.69,5634.85,Month-to-month,Credit,DSL,No,No,0,Yes,0,1,4.4738078677912645,1,1.3336923076923077,1,0,0.0,0,0,0,1
71,55.04,3907.84,Month-to-month,Debit,Fiber,Yes,No,2,No,0,1,4.0260657214688065,0,0.7752112676056337,1,0,0.028169014084507043,0,0,0,1
9,119.45,1075.05,Month-to-month,Debit,Fiber,Yes,No,1,No,0,0,4.79123472906088,1,13.272222222222222,1,0,0.1111111111111111,0,0,0,0
1,76.38,76.38,Month-to-month,Cash,Fiber,No,Yes,1,Yes,1,0,4.348728349272367,0,76.38,0,0,1.0,0,0,0,0
8,102.45,819.6,Month-to-month,Credit,Fiber,Yes,Yes,1,Yes,0,0,4.639088404191552,1,12.80625,1,0,0.125,0,0,0,0
63,92.51,5828.13,Month-to-month,Cash,,Yes,No,1,No,0,1,4.5380683824473556,1,1.4684126984126984,0,0,0.015873015873015872,0,0,0,1
11,105.28,1158.08,Month-to-month,Cash,Fiber,No,Yes,5,Yes,0,0,4.666077120891613,1,9.57090909090909,0,1,0.45454545454545453,0,0,1,0
8,37.38,299.04,Month-to-month,Cash,,Yes,Yes,2,Yes,0,0,3.647536490579554,0,4.6725,0,0,0.25,0,0,0,0
35,42.26,1479.1,Two year,Cash,Fiber,No,No,1,No,0,0,3.7672284205249125,0,1.2074285714285713,0,0,0.02857142857142857,0,0,0,0
35,68.74,2405.9,One year,Cash,,No,No,0,No,0,0,4.2447740412475055,0,1.9639999999999997,0,0,0.0,0,0,0,0
33,105.23,3472.59,One year,Debit,Fiber,No,No,4,Yes,0,0,4.665606554791922,1,3.188787878787879,1,1,0.12121212121212122,0,0,0,0
5,39.76,198.8,Month-to-month,UPI,DSL,Yes,No,3,Yes,1,0,3.707701208354524,0,7.952,1,1,0.6,0,0,1,0
41,117.11,4801.51,Month-to-month,UPI,DSL,Yes,Yes,0,No,0,1,4.771616393623756,1,2.8563414634146342,1,0,0.0,0,0,0,1
28,32.76,917.28,Month-to-month,UPI,,No,No,0,No,0,0,3.5192766697277564,0,1.17,1,0,0.0,0,0,0,0
7,37.51,262.57,Month-to-month,Debit,DSL,Yes,Yes,2,No,0,0,3.6509179478268177,0,5.3585714285714285,1,0,0.2857142857142857,0,0,0,0
72,36.72,2643.84,Month-to-month,Credit,Fiber,No,No,1,No,0,1,3.6301904577652566,0,0.51,1,0,0.013888888888888888,0,0,0,1
12,78.6,943.2,One year,Debit,DSL,No,No,0,No,0,0,4.377014092850337,0,6.55,1,0,0.0,0,0,0,0
34,111.75,3799.5,One year,Debit,Fiber,No,No,1,No,0,0,4.725172978382788,1,3.286764705882353,1,0,0.029411764705882353,0,0,0,0
33,45.51,1501.83,Month-to-month,Credit,Fiber,No,No,3,Yes,0,0,3.839667343236006,0,1.379090909090909,1,1,0.09090909090909091,0,0,1,0
48,75.3,3614.4,Two year,Cash,DSL,Yes,No,2,No,0,1,4.334672938290411,0,1.5687499999999999,0,0,0.041666666666666664,0,0,0,1
23,37.58,864.34,One year,Cash,Fiber,No,No,2,No,0,0,3.652734007477583,0,1.6339130434782607,0,0,0.08695652173913043,0,0,0,0
62,83.11,5152.82,One year,Cash,DSL,No,No,1,No,0,1,4.432125465974346,1,1.340483870967742,0,0,0.016129032258064516,0,0,0,1
37,32.32,1195.84,Month-to-month,Credit,DSL,No,No,2,No,0,1,3.506157817298642,0,0.8735135135135135,1,0,0.05405405405405406,0,0,0,1
44,69.13,3041.72,Two year,Debit,DSL,No,No,0,Yes,0,1,4.250350662548819,0,1.5711363636363636,1,0,0.0,0,0,0,1
35,85.52,2993.2,Month-to-month,Debit,DSL,No,No,3,Yes,0,0,4.460375601084858,1,2.4434285714285715,1,1,0.08571428571428572,0,0,1,0
65,77.91,5064.15,Month-to-month,Credit,Fiber,No,No,1,Yes,0,1,4.368307962532944,0,1.1986153846153846,1,0,0.015384615384615385,0,0,0,1
47,34.0,1598.0,One year,Cash,DSL,No,No,1,Yes,0,1,3.5553480614894135,0,0.723404255319149,0,0,0.02127659574468085,0,0,0,1
3,36.14,108.42,Month-to-month,Credit,DSL,No,Yes,1,Yes,1,0,3.61469455592456,0,12.046666666666667,1,0,0.3333333333333333,0,0,0,0
1,87.14,87.14,Two year,Debit,DSL,Yes,No,1,Yes,1,0,4.478926459413841,1,87.14,1,0,1.0,0,1,0,0
5,100.89,504.45,Two year,UPI,Fiber,No,Yes,1,Yes,1,0,4.6238937999861935,1,20.178,1,0,0.2,0,1,0,0
14,110.81,1551.34,Month-to-month,UPI,DSL,No,Yes,2,Yes,0,0,4.716801002159277,1,7.915,1,0,0.14285714285714285,0,0,0,0
27,101.36,2736.72,Month-to-month,UPI,DSL,No,Yes,0,Yes,0,0,4.628496011291588,1,3.754074074074074,1,0,0.0,0,0,0,0
9,117.39,1056.51,Month-to-month,Cash,Fiber,No,No,1,Yes,0,0,4.773984259423544,1,13.043333333333333,0,0,0.1111111111111111,0,0,0,0
15,60.83,912.45,Month-to-month,Cash,DSL,No,Yes,2,No,0,0,4.124388683570477,0,4.0553333333333335,0,0,0.13333333333333333,0,0,0,0
42,53.12,2231.04,Month-to-month,Cash,,No,No,1,No,0,1,3.991203803302587,0,1.2647619047619048,0,0,0.023809523809523808,0,0,0,1
51,22.82,1163.82,Month-to-month,Cash,DSL,No,Yes,0,No,0,1,3.170525563927154,0,0.44745098039215686,0,0,0.0,0,0,0,1
63,64.99,4094.37,Month-to-month,Credit,Fiber,Yes,No,3,No,0,1,4.18950321539533,0,1.0315873015873016,1,1,0.047619047619047616,0,0,1,0
52,85.14,4427.28,One year,UPI,Fiber,No,No,2,No,0,1,4.455973879625964,1,1.6373076923076924,1,0,0.038461538461538464,0,0,0,1
4,101.54,406.16,Month-to-month,UPI,DSL,No,No,2,Yes,1,0,4.630252966355554,1,25.385,1,0,0.5,0,1,0,0
23,46.75,1075.25,Two year,Cash,Fiber,Yes,No,3,No,0,0,3.865979066926739,0,2.032608695652174,0,1,0.13043478260869565,0,0,0,0
15,71.36,1070.4,Month-to-month,Cash,,No,Yes,0,No,0,0,4.281653660527095,0,4.757333333333333,0,0,0.0,0,0,0,0
43,86.2,3706.6,Month-to-month,Credit,Fiber,Yes,No,2,No,0,1,4.468204330914934,1,2.0046511627906978,1,0,0.046511627906976744,0,0,0,1
29,75.16,2179.64,One year,Credit,DSL,No,No,0,Yes,0,0,4.33283639048311,0,2.5917241379310343,1,0,0.0,0,0,0,0
36,47.4,1706.4,Month-to-month,Credit,DSL,No,No,1,No,0,1,3.879499813722586,0,1.3166666666666667,1,0,0.027777777777777776,0,0,0,1
13,99.63,1295.19,One year,UPI,Fiber,No,No,1,No,0,0,4.611450423945242,1,7.663846153846153,1,0,0.07692307692307693,0,0,0,0
32,37.34,1194.88,One year,UPI,DSL,No,No,0,No,0,0,3.6464937376174986,0,1.166875,1,0,0.0,0,0,0,0
71,110.5,7845.5,One year,UPI,,Yes,Yes,0,No,0,1,4.7140245909001735,1,1.556338028169014,1,0,0.0,0,0,0,1
59,115.26,6800.34,Month-to-month,UPI,,No,Yes,0,Yes,0,1,4.755829062273205,1,1.9535593220338985,1,0,0.0,0,0,0,1
28,56.56,1583.68,One year,Credit,,Yes,No,2,No,0,0,4.052827882019167,0,2.02,1,0,0.07142857142857142,0,0,0,0
66,57.62,3802.92,One year,Cash,Fiber,Yes,No,4,No,0,1,4.071075935282746,0,0.873030303030303,0,1,0.06060606060606061,0,0,0,0
42,94.33,3961.86,Month-to-month,UPI,Fiber,Yes,Yes,0,No,0,1,4.557344556505487,1,2.2459523809523807,1,0,0.0,0,0,0,1
45,65.63,2953.35,One year,Credit,Fiber,No,No,3,No,0,1,4.199154926574446,0,1.4584444444444444,1,1,0.06666666666666667,0,0,0,0
62,22.86,1417.32,Month-to-month,Cash,Fiber,No,No,0,No,0,1,3.17220341666977,0,0.36870967741935484,0,0,0.0,0,0,0,1
57,111.99,6383.43,Month-to-month,Debit,DSL,Yes,No,0,Yes,0,1,4.727299319221155,1,1.9647368421052631,1,0,0.0,0,0,0,1
6,63.08,378.48,Month-to-month,Cash,DSL,No,Yes,0,No,1,0,4.160132302760104,0,10.513333333333334,0,0,0.0,0,0,0,0
28,40.35,1129.8,Month-to-month,Debit,Fiber,No,No,1,No,0,0,3.7220724214697003,0,1.4410714285714286,1,0,0.03571428571428571,0,0,0,0
28,75.57,2115.96,Month-to-month,Debit,DSL,Yes,Yes,3,No,0,0,4.338205355125032,0,2.698928571428571,1,1,0.10714285714285714,0,0,1,0
44,41.89,1843.16,Month-to-month,UPI,DSL,Yes,No,1,No,0,1,3.758638698528789,0,0.9520454545454545,1,0,0.022727272727272728,0,0,0,1
30,40.6,1218.0,Month-to-month,Credit,DSL,No,Yes,4,Yes,0,0,3.728100167267218,0,1.3533333333333333,1,1,0.13333333333333333,0,0,1,0
62,74.57,4623.34,Month-to-month,Cash,,Yes,Yes,1,No,0,1,4.325059379032629,0,1.2027419354838709,0,0,0.016129032258064516,0,0,0,1
62,59.1,3664.2,Two year,Debit,Fiber,Yes,No,1,No,0,1,4.096009841541162,0,0.9532258064516129,1,0,0.016129032258064516,0,0,0,1
1,77.3,77.3,Month-to-month,Credit,Fiber,No,Yes,1,Yes,1,0,4.360547602996758,0,77.3,1,0,1.0,0,0,0,0
27,119.68,3231.36,Two year,Cash,Fiber,Yes,Yes,1,No,0,0,4.793142414290861,1,4.432592592592592,0,0,0.037037037037037035,0,0,0,0
62,105.9,6565.8,Month-to-month,UPI,DSL,No,Yes,1,Yes,0,1,4.671893818030999,1,1.7080645161290324,1,0,0.016129032258064516,0,0,0,1
3,20.77,62.31,One year,Cash,Fiber,No,Yes,1,No,1,0,3.080532875246456,0,6.923333333333333,0,0,0.3333333333333333,0,0,0,0
70,25.06,1754.2,Month-to-month,UPI,DSL,No,No,0,No,0,1,3.260401571696699,0,0.358,1,0,0.0,0,0,0,1
72,81.01,5832.72,Month-to-month,Cash,DSL,Yes,No,0,No,0,1,4.40684119104832,1,1.125138888888889,0,0,0.0,0,0,0,1
27,82.63,2231.01,Two year,Cash,,Yes,Yes,0,No,0,0,4.426402307393435,1,3.06037037037037,0,0,0.0,0,0,0,0
9,107.82,970.38,One year,Debit,DSL,Yes,No,2,No,0,0,4.689695141057779,1,11.979999999999999,1,0,0.2222222222222222,0,0,0,0
62,82.91,5140.42,One year,Debit,DSL,Yes,No,2,No,0,1,4.4297447958819784,1,1.337258064516129,1,0,0.03225806451612903,0,0,0,1
37,42.77,1582.49,Month-to-month,Debit,DSL,No,No,1,No,0,1,3.778948651202804,0,1.155945945945946,1,0,0.02702702702702703,0,0,0,1
51,66.85,3409.35,One year,UPI,Fiber,No,No,1,No,0,1,4.217299386280878,0,1.31078431372549,1,0,0.0196078431372549,0,0,0,1
44,100.9,4439.6,Month-to-month,Cash,Fiber,No,Yes,0,Yes,0,1,4.623991940228679,1,2.2931818181818184,0,0,0.0,0,0,0,1
24,112.28,2694.72,Month-to-month,Cash,,No,Yes,1,Yes,0,0,4.729862629945409,1,4.678333333333334,0,0,0.041666666666666664,0,0,0,0
59,43.69,2577.71,Month-to-month,UPI,Fiber,No,No,1,No,0,1,3.79974976294536,0,0.7405084745762711,1,0,0.01694915254237288,0,0,0,1
32,73.96,2366.72,Month-to-month,Cash,Fiber,No,Yes,2,No,0,0,4.316954637930166,0,2.31125,0,0,0.0625,0,0,0,0
52,35.89,1866.28,Month-to-month,Debit,Fiber,No,No,2,No,0,1,3.607940511608584,0,0.6901923076923077,1,0,0.038461538461538464,0,0,0,1
62,69.7,4321.4,One year,UPI,DSL,No,Yes,0,No,0,1,4.258445572902527,0,1.1241935483870968,1,0,0.0,0,0,0,1
58,29.01,1682.58,Two year,UPI,Fiber,No,No,1,No,0,1,3.4015306594522756,0,0.5001724137931035,1,0,0.017241379310344827,0,0,0,1
52,114.17,5936.84,Month-to-month,Cash,DSL,No,No,0,Yes,0,1,4.746409297680816,1,2.1955769230769233,0,0,0.0,0,0,0,1
12,83.81,1005.72,Two year,Debit,,No,No,1,No,0,0,4.440413460373609,1,6.984166666666667,1,0,0.08333333333333333,0,0,0,0
39,105.42,4111.38,One year,Cash,Fiber,Yes,Yes,2,No,0,1,4.667393529168224,1,2.703076923076923,0,0,0.05128205128205128,0,0,0,1
2,119.83,239.66,Month-to-month,Cash,Fiber,Yes,Yes,3,Yes,1,0,4.794384599039216,1,59.915,0,1,1.5,1,1,1,0
3,38.27,114.81,Month-to-month,UPI,Fiber,No,No,3,Yes,1,0,3.6704608685899185,0,12.756666666666668,1,1,1.0,1,0,1,0
56,89.41,5006.96,Month-to-month,UPI,Fiber,No,No,1,Yes,0,1,4.504354880749275,1,1.596607142857143,1,0,0.017857142857142856,0,0,0,1
59,108.7,6413.3,Month-to-month,Credit,Fiber,No,Yes,0,Yes,0,1,4.697749367281185,1,1.8423728813559324,1,0,0.0,0,0,0,1
2,77.59,155.18,Two year,Cash,DSL,Yes,Yes,2,No,1,0,4.364244464878084,0,38.795,0,0,1.0,0,0,0,0
2,83.97,167.94,Month-to-month,Credit,DSL,Yes,No,1,Yes,1,0,4.44229825301545,1,41.985,1,0,0.5,0,1,0,0
54,60.77,3281.58,Month-to-month,Cash,DSL,No,No,1,No,0,1,4.123417809707808,0,1.1253703703703704,0,0,0.018518518518518517,0,0,0,1
1,87.48,87.48,Month-to-month,Credit,DSL,Yes,Yes,1,Yes,1,0,4.482776537774025,1,87.48,1,0,1.0,0,1,0,0
19,59.56,1131.64,Month-to-month,Cash,Fiber,No,No,1,No,0,0,4.103634609129194,0,3.1347368421052635,0,0,0.05263157894736842,0,0,0,0
2,67.66,135.32,Month-to-month,UPI,Fiber,Yes,No,2,No,1,0,4.229166788029546,0,33.83,1,0,1.0,0,0,0,0
53,30.29,1605.37,Month-to-month,UPI,DSL,Yes,No,1,Yes,0,1,3.443298557680791,0,0.5715094339622642,1,0,0.018867924528301886,0,0,0,1
44,20.78,914.32,Two year,Credit,Fiber,Yes,No,1,No,0,1,3.0809921175048145,0,0.4722727272727273,1,0,0.022727272727272728,0,0,0,1
32,25.52,816.64,Month-to-month,Credit,Fiber,Yes,Yes,1,No,0,0,3.277899165317662,0,0.7975,1,0,0.03125,0,0,0,0
70,39.25,2747.5,Month-to-month,Credit,DSL,No,No,1,No,0,1,3.6951100038645723,0,0.5607142857142857,1,0,0.014285714285714285,0,0,0,1
32,65.66,2101.12,Two year,Debit,Fiber,No,Yes,1,No,0,0,4.199605072879594,0,2.051875,1,0,0.03125,0,0,0,0
68,22.1,1502.8,Month-to-month,Credit,Fiber,Yes,Yes,2,No,0,1,3.139832617527748,0,0.325,1,0,0.029411764705882353,0,0,0,1
55,35.59,1957.45,Month-to-month,Credit,Fiber,No,Yes,1,No,0,1,3.5997749790311153,0,0.6470909090909092,1,0,0.01818181818181818,0,0,0,1
56,98.14,5495.84,Month-to-month,Credit,DSL,No,No,1,No,0,1,4.596532992592428,1,1.7525,1,0,0.017857142857142856,0,0,0,1
17,96.22,1635.74,Month-to-month,Debit,Fiber,Yes,Yes,2,No,0,0,4.576976451617309,1,5.66,1,0,0.11764705882352941,0,0,0,0
38,98.97,3760.86,Month-to-month,Debit,Fiber,No,No,2,Yes,0,1,4.60487014097909,1,2.6044736842105265,1,0,0.05263157894736842,0,0,0,1
24,112.15,2691.6,Month-to-month,Cash,,No,No,1,Yes,0,0,4.728714372079547,1,4.672916666666667,0,0,0.041666666666666664,0,0,0,0
69,31.91,2201.79,Month-to-month,UPI,Fiber,No,No,1,No,0,1,3.4937765629552486,0,0.46246376811594203,1,0,0.014492753623188406,0,0,0,1
